id_anony,Cod.Car.Sec,Cod.Car.Sec Codificado,Materia_1,Materia_1 codificada,Anho_F_1,ciclo_F_1,Recursante_1,P1_F_1,P2_F_1,T_F_1,NotaFinal_1,Materia_1 Nota=1,Materia_1 Nota=2,Materia_1 Nota=3,Materia_1 Nota=4,Materia_1 Nota=5,Abandono la Materia 1,Materia_2,Materia_2 codificada,Anho_F_2,ciclo_F_2,Recursante_2,P1_F_2,P2_F_2,T_F_2,NotaFinal_2,Materia_2 Nota=1,Materia_2 Nota=2,Materia_2 Nota=3,Materia_2 Nota=4,Materia_2 Nota=5,Abandono la Materia 2,Materia_3,Materia_3 codificada,Anho_F_3,ciclo_F_3,Recursante_3,P1_F_3,P2_F_3,T_F_3,NotaFinal_3,Materia_3 Nota=1,Materia_3 Nota=2,Materia_3 Nota=3,Materia_3 Nota=4,Materia_3 Nota=5,Abandono la Materia 3
4143,CIV-PLS13 ,5.0,CALCULO 1,33.0,2015.0,2.0,1.0,3.0,12.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,18.0,19.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,12.0,28.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4156,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,11.0,20.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,13.0,19.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,9.0,10.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4166,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,17.0,25.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,16.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,8.0,7.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4192,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,12.0,25.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,18.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,CALCULO 3,35.0,2019.0,1.0,1.0,13.0,21.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
4193,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,10.0,21.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,15.0,19.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,10.0,19.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4241,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,15.0,29.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,20.0,25.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,17.0,20.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
4261,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,16.0,32.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,18.0,32.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,24.0,22.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4265,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,9.0,12.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,11.0,33.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,19.0,21.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
4269,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,18.0,28.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,10.0,33.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,17.0,14.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4288,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,17.0,18.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,21.0,33.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,18.0,28.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4289,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,15.0,30.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,0.0,33.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,13.0,32.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
4292,CIV-PLS13 ,5.0,CALCULO 1,33.0,2015.0,2.0,1.0,16.0,27.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,19.0,24.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,17.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4300,CIV-PLS13 ,5.0,CALCULO 1,33.0,2015.0,2.0,1.0,4.0,26.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,19.0,18.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,11.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4309,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,9.0,19.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,7.0,36.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,14.0,14.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
4310,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,13.0,22.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,9.0,23.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,15.0,9.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4333,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,20.0,32.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,23.0,33.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,19.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4335,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,15.0,25.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,24.0,24.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,11.0,14.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4337,MCT-PLS13 ,28.0,CALCULO 1,33.0,2015.0,2.0,1.0,14.0,19.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2016.0,1.0,1.0,22.0,29.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2016.0,2.0,1.0,19.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4416,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,18.0,20.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,16.0,11.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0
4429,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,6.0,13.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2019.0,1.0,1.0,16.0,5.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4430,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,24.0,28.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,23.0,24.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4443,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,18.0,21.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,19.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4445,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,6.0,12.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,22.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4450,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,12.0,24.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,22.0,24.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4451,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,17.0,27.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,22.0,30.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4455,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,22.0,29.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,23.0,33.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4472,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,21.0,25.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,20.0,23.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4476,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,20.0,21.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,23.0,18.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2020.0,1.0,1.0,5.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4488,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,9.0,13.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,18.0,13.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,CALCULO 3,35.0,2019.0,1.0,1.0,20.0,31.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
4491,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,7.0,12.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,20.0,23.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 3,35.0,2019.0,1.0,1.0,20.0,31.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4501,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,14.0,21.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,20.0,20.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2019.0,1.0,1.0,20.0,31.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4571,MCT-PLS13 ,28.0,CALCULO 1,33.0,2016.0,2.0,1.0,14.0,24.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 2,34.0,2017.0,1.0,1.0,20.0,30.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CALCULO 3,35.0,2019.0,1.0,1.0,20.0,31.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
