Anho,Ciclo,Cod.Asign,Asignatura,Aprobado,1P,2P,Taller,RecursaConFirma,DerechoAFinal,Primer.Rec,Segundo.Rec,id_anony,Calificacion
2017,2,13004,ALGEBRA LINEAL 1,1,10,11,0,1,1,32,0,es_6570,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,11,0,1,1,40,0,es_6571,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,19,0,1,1,32,0,es_6576,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,12,13,0,1,1,0,0,es_6577,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,26,0,1,1,0,0,es_7196,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,26,0,1,1,0,0,es_6578,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,20,0,1,1,10,42,es_6579,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,20,0,1,1,0,0,es_6580,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,21,0,1,1,0,0,es_6581,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,16,0,1,1,0,0,es_6582,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,4,0,1,1,0,0,es_7173,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,9,6,0,0,0,4,0,es_6585,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,8,22,0,1,1,0,22,es_6586,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,15,0,1,1,0,0,es_6587,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,13,6,0,0,0,2,0,es_6588,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,11,0,1,1,0,0,es_6591,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,22,0,1,1,0,0,es_6593,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,22,0,1,1,0,0,es_6597,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,15,0,1,1,0,0,es_6599,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,3,0,0,0,0,0,es_6600,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,9,7,0,0,0,16,22,es_6601,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,20,0,1,1,0,0,es_6602,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,18,0,1,1,0,0,es_6603,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,18,0,1,1,50,0,es_6604,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,5,0,1,1,28,0,es_6605,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,11,0,1,1,0,0,es_6606,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,6,0,0,0,0,0,es_6607,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,29,0,1,1,0,0,es_6609,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,10,0,1,1,0,0,es_6611,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,13,0,0,1,1,0,0,es_6612,1.0
2017,2,13004,ALGEBRA LINEAL 1,0,8,15,0,0,0,0,0,es_6613,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,25,0,1,1,0,0,es_6614,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,21,0,1,1,0,48,es_6615,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,11,0,1,1,34,42,es_6616,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,16,0,0,0,0,0,0,es_6617,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,18,0,1,1,0,0,es_6618,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,27,0,1,1,0,0,es_6620,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,34,0,1,1,0,0,es_6621,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,0,0,1,1,0,0,es_7176,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,24,0,1,1,0,0,es_7121,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,6,0,0,0,0,16,es_6622,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,7,16,0,1,1,46,0,es_6623,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,10,22,0,1,1,0,0,es_6624,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,4,17,0,1,1,26,32,es_6625,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,27,0,1,1,0,0,es_6626,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,3,0,0,0,16,0,es_6627,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,8,24,0,1,1,0,0,es_6629,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,25,0,1,1,0,0,es_6630,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,11,4,0,1,1,12,28,es_6631,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,26,0,1,1,0,0,es_6632,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,22,0,1,1,0,0,es_6633,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,13,0,1,1,0,0,es_6634,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,24,0,1,1,0,0,es_6635,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,24,0,1,1,0,0,es_6636,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,31,0,1,1,0,0,es_6638,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,29,0,1,1,0,0,es_6639,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,28,0,1,1,0,0,es_6641,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,21,0,1,1,0,0,es_6642,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,16,0,1,1,0,0,es_6643,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,18,0,1,1,0,0,es_6645,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,36,0,1,1,0,0,es_6647,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,28,0,1,1,0,0,es_6648,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,0,0,1,1,0,0,es_6649,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,23,0,1,1,18,0,es_6650,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,16,0,1,1,0,0,es_6652,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,23,0,1,1,0,0,es_7125,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,18,0,1,1,0,0,es_6653,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,24,0,1,1,0,0,es_6654,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,9,0,1,1,44,0,es_6655,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,0,0,0,0,0,0,es_6656,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,4,0,1,1,42,0,es_6657,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,12,7,0,1,1,0,30,es_6658,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,9,22,0,1,1,26,0,es_6659,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,24,0,1,1,0,0,es_6660,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,27,0,1,1,0,0,es_6661,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,31,0,1,1,0,0,es_6662,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,23,0,1,1,0,0,es_6663,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,2,0,1,1,10,34,es_6664,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,0,0,0,1,1,0,0,es_3802,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,20,0,1,1,0,0,es_6665,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,20,0,1,1,0,0,es_6666,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,9,0,1,1,34,0,es_6667,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,29,0,1,1,0,0,es_6668,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,15,0,1,1,0,0,es_6669,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,29,0,1,1,0,0,es_6670,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,12,0,1,1,0,0,es_6671,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,1,13,0,1,1,0,30,es_6672,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,24,0,1,1,0,0,es_6674,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,27,0,1,1,0,0,es_6675,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,8,0,1,1,44,0,es_6677,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,18,0,1,1,0,0,es_6678,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,15,0,1,1,54,0,es_6679,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,9,8,0,0,0,19,18,es_6680,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,31,0,1,1,44,0,es_7181,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,15,0,1,1,0,0,es_6682,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,24,0,1,1,0,0,es_6684,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,10,20,0,1,1,0,48,es_6685,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,21,0,1,1,0,0,es_6686,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,25,0,1,1,0,0,es_6687,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,29,0,1,1,0,0,es_6688,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,21,0,1,1,0,0,es_6690,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,29,0,1,1,0,0,es_6691,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,21,0,1,1,0,0,es_6692,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,24,0,1,1,0,0,es_6694,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,9,19,0,1,1,0,0,es_6695,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,29,0,1,1,0,0,es_6697,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,0,0,1,1,0,0,es_6698,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,21,0,1,1,0,0,es_6699,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,10,0,1,1,34,0,es_7197,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,22,0,1,1,16,42,es_6701,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,16,21,0,1,1,0,0,es_6702,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,29,0,1,1,0,0,es_6703,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,28,0,1,1,0,0,es_6704,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,15,0,1,1,0,0,es_6706,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,9,0,1,1,36,0,es_6707,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,21,0,1,1,0,0,es_6708,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,13,0,1,1,0,0,es_6709,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,25,0,1,1,0,0,es_6710,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,27,0,1,1,0,0,es_6711,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,30,0,1,1,0,0,es_6712,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,21,0,1,1,0,0,es_6713,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,8,0,0,0,16,0,es_6715,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,30,0,1,1,0,0,es_6716,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,30,0,1,1,0,0,es_6718,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,27,0,1,1,0,0,es_6719,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,23,0,1,1,0,0,es_6720,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,27,0,1,1,0,0,es_6721,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,21,0,1,1,0,0,es_6723,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,31,0,1,1,0,0,es_6724,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,9,16,0,1,1,32,0,es_6725,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,19,0,0,0,0,0,0,es_6726,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,24,0,1,1,0,0,es_6727,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,23,25,0,1,1,0,0,es_6729,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,25,0,1,1,0,0,es_6731,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,4,17,0,0,0,0,0,es_6733,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,30,0,1,1,0,0,es_6734,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,23,0,1,1,0,0,es_6736,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,30,0,1,1,0,0,es_6737,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,12,0,1,1,44,0,es_6738,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,10,0,1,1,0,0,es_6739,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,16,6,0,0,0,12,12,es_6740,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,16,11,0,1,1,28,0,es_6741,1.0
2017,2,13004,ALGEBRA LINEAL 1,0,16,1,0,1,1,0,32,es_6742,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,5,24,0,1,1,0,0,es_6743,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,27,0,1,1,0,0,es_6744,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,12,3,0,1,1,0,29,es_3026,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,19,0,1,1,28,0,es_6745,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,32,0,1,1,0,0,es_6746,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,18,0,0,0,0,0,es_6747,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,26,0,1,1,0,0,es_6748,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,10,0,1,1,38,0,es_6749,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,9,0,0,0,12,20,es_6750,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,25,0,1,1,0,0,es_6751,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,3,9,0,1,1,24,32,es_6753,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,22,0,1,1,0,0,es_6754,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,11,4,0,1,1,6,36,es_6755,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,24,0,1,1,0,0,es_6756,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,0,0,1,1,32,36,es_6757,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,21,0,1,1,0,0,es_6759,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,6,20,0,1,1,0,0,es_6760,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,9,22,0,1,1,0,0,es_6761,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,19,0,1,1,0,0,es_6762,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,6,0,1,1,42,0,es_6763,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,11,0,1,1,26,0,es_6764,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,21,0,1,1,0,0,es_6765,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,16,0,1,1,38,0,es_6766,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,6,0,1,1,20,40,es_6767,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,10,15,0,1,1,32,0,es_6768,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,6,0,0,0,0,0,es_6769,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,13,0,1,1,0,0,es_6770,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,23,0,1,1,0,0,es_6771,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,0,0,0,1,1,0,0,es_6773,1.0
2017,2,13004,ALGEBRA LINEAL 1,0,8,22,0,0,0,0,0,es_6774,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,4,26,0,1,1,0,0,es_6776,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,7,21,0,1,1,0,0,es_6777,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,27,0,1,1,0,0,es_6779,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,10,0,1,1,26,0,es_6780,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,10,0,1,1,30,0,es_6781,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,5,0,1,1,24,50,es_6782,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,30,0,1,1,0,0,es_6783,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,21,31,0,1,1,0,0,es_6784,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,28,0,1,1,0,0,es_6785,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,15,0,1,1,0,0,es_6786,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,3,0,1,1,32,0,es_6788,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,18,0,1,1,0,0,es_6789,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,16,0,1,1,0,0,es_6790,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,22,0,1,1,0,0,es_6791,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,17,0,1,1,0,0,es_6792,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,16,0,1,1,0,0,es_6793,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,18,0,1,1,0,0,es_6795,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,7,0,0,0,0,0,es_6796,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,28,0,1,1,0,0,es_6797,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,15,15,0,1,1,0,0,es_6799,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,28,0,1,1,0,0,es_6800,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,8,15,0,1,1,38,0,es_6801,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,10,23,0,1,1,0,28,es_6802,4.0
2017,2,13004,ALGEBRA LINEAL 1,0,18,20,0,1,1,0,0,es_6803,1.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,6,0,1,1,28,0,es_6805,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,21,0,1,1,0,0,es_6806,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,17,0,1,1,40,0,es_6809,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,36,0,1,1,0,0,es_6811,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,13,16,0,1,1,34,0,es_6812,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,5,0,1,1,18,38,es_6813,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,22,0,1,1,0,50,es_6814,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,2,0,1,1,41,0,es_6816,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,35,0,1,1,0,0,es_6817,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,11,5,0,0,0,0,16,es_3140,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,27,0,1,1,0,0,es_6818,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,0,0,1,1,0,36,es_6819,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,6,0,0,0,0,0,es_6820,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,23,0,1,1,0,0,es_6822,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,23,0,1,1,0,0,es_6823,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,22,0,1,1,0,0,es_6824,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,10,0,0,0,22,4,es_6825,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,0,0,0,1,1,0,0,es_6826,1.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,22,0,1,1,0,0,es_6827,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,20,0,1,1,0,0,es_6828,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,2,0,0,0,0,0,es_6829,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,25,0,1,1,0,0,es_6831,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,9,17,0,1,1,26,28,es_6832,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,22,0,1,1,29,0,es_6833,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,12,25,0,0,0,0,0,es_6834,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,24,25,0,0,0,0,0,es_6837,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,16,0,1,1,0,0,es_6838,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,14,0,1,1,0,0,es_6841,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,14,0,1,1,0,0,es_6842,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,14,0,1,1,0,0,es_7148,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,22,0,1,1,0,0,es_6843,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,17,0,1,1,0,0,es_6844,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,14,0,1,1,0,0,es_6846,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,21,0,1,1,0,0,es_6847,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,11,0,1,1,48,0,es_6848,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,2,0,1,1,16,32,es_6850,2.0
2017,2,13004,ALGEBRA LINEAL 1,0,22,6,0,1,1,20,0,es_6852,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,22,0,1,1,0,0,es_6853,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,5,13,0,1,1,24,38,es_6854,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,17,0,1,1,0,0,es_6856,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,17,12,0,0,0,0,0,es_6857,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,4,0,1,1,38,0,es_6858,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,16,0,1,1,0,0,es_6859,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,14,0,1,1,0,0,es_6860,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,31,0,1,1,0,0,es_6861,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,17,0,1,1,0,0,es_6862,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,13,16,0,1,1,0,0,es_6865,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,1,0,1,1,36,0,es_6867,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,18,0,1,1,0,0,es_6868,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,10,0,1,1,44,0,es_6869,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,25,0,1,1,0,0,es_6870,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,30,0,1,1,0,0,es_6871,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,23,0,1,1,50,0,es_6872,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,12,28,0,1,1,0,0,es_6874,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,36,0,1,1,0,0,es_6875,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,18,0,1,1,0,0,es_6876,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,17,17,0,1,1,0,0,es_6877,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,18,0,1,1,0,0,es_6878,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,25,0,1,1,0,0,es_6879,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,24,0,1,1,0,0,es_6880,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,3,12,0,0,0,6,12,es_6881,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,0,0,0,1,1,0,0,es_6882,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,25,0,1,1,0,0,es_6883,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,11,0,1,1,0,0,es_6884,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,19,22,0,1,1,38,0,es_6885,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,7,0,1,1,40,0,es_6886,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,0,7,0,1,1,0,0,es_6887,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,20,0,1,1,0,0,es_6889,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,20,8,0,1,1,0,0,es_6890,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,17,0,1,1,0,0,es_6893,2.0
2017,2,13004,ALGEBRA LINEAL 1,1,14,18,0,1,1,40,0,es_6894,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,21,0,1,1,0,0,es_6895,1.0
2017,2,13004,ALGEBRA LINEAL 1,0,19,4,0,0,0,0,0,es_6896,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,15,12,0,1,1,32,0,es_6897,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,15,0,1,1,0,0,es_6898,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,27,0,1,1,0,0,es_6900,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,18,22,0,1,1,0,0,es_6901,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,16,0,0,0,0,0,es_6902,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,7,20,0,1,1,0,0,es_7154,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,31,0,1,1,0,0,es_6903,5.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,24,0,1,1,0,0,es_6904,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,11,0,1,1,32,0,es_6905,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,7,13,0,1,1,20,32,es_6906,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,4,16,0,1,1,30,0,es_6907,3.0
2017,2,13004,ALGEBRA LINEAL 1,1,24,16,0,1,1,0,0,es_6908,3.0
2017,2,13004,ALGEBRA LINEAL 1,0,14,8,0,0,0,18,0,es_6909,0.0
2017,2,13004,ALGEBRA LINEAL 1,0,10,8,0,0,0,0,0,es_6910,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,11,21,0,1,1,0,0,es_6911,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,15,0,1,1,0,0,es_6912,5.0
2017,2,13004,ALGEBRA LINEAL 1,0,0,15,0,1,1,0,0,es_6914,0.0
2017,2,13004,ALGEBRA LINEAL 1,1,22,15,0,1,1,0,0,es_6915,4.0
2017,2,13004,ALGEBRA LINEAL 1,1,16,8,0,1,1,44,0,es_6916,3.0
